reading_id,asset_id,tail_number,asset_type,platform,timestamp,metric_name,value,unit,component
RD00052,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-12T03:34:03Z,hours_since_last_service,55.52,hours,airframe
RD00053,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-12T17:31:11Z,vibration_mm_s,1.2,mm/s,rotor
RD00054,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-12T17:31:11Z,engine_temp_c,171.86,celsius,engine
RD00055,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-12T17:31:11Z,oil_quality_index,93.92,index,hydraulics
RD00056,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-12T17:31:11Z,hours_since_last_service,63.5,hours,airframe
RD00057,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-13T01:00:54Z,vibration_mm_s,2.66,mm/s,rotor
RD00058,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-13T01:00:54Z,engine_temp_c,141.76,celsius,engine
RD00059,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-13T01:00:54Z,oil_quality_index,95.18,index,hydraulics
RD00060,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-13T01:00:54Z,hours_since_last_service,88.0,hours,airframe
RD00061,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-13T16:22:04Z,vibration_mm_s,1.37,mm/s,rotor
RD00062,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-13T16:22:04Z,engine_temp_c,133.56,celsius,engine
RD00063,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-13T16:22:04Z,oil_quality_index,83.53,index,hydraulics
RD00064,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-13T16:22:04Z,hours_since_last_service,54.67,hours,airframe
RD00065,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-14T03:35:56Z,vibration_mm_s,2.43,mm/s,rotor
RD00066,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-14T03:35:56Z,engine_temp_c,169.38,celsius,engine
RD00067,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-14T03:35:56Z,oil_quality_index,78.18,index,hydraulics
RD00068,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-14T03:35:56Z,hours_since_last_service,47.28,hours,airframe
RD00069,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-15T04:14:23Z,vibration_mm_s,3.79,mm/s,rotor
RD00070,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-15T04:14:23Z,engine_temp_c,148.02,celsius,engine
RD00071,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-15T04:14:23Z,oil_quality_index,68.0,index,hydraulics
RD00072,AH03,TAIL-AH03,helicopter,AH-64 Apache,2025-07-15T04:14:23Z,hours_since_last_service,18.01,hours,airframe
RD00073,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-08T16:40:21Z,vibration_mm_s,8.36,mm/s,rotor
RD00074,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-08T16:40:21Z,engine_temp_c,149.1,celsius,engine
RD00075,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-08T16:40:21Z,oil_quality_index,97.05,index,hydraulics
RD00076,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-08T16:40:21Z,hours_since_last_service,156.33,hours,airframe
RD00077,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-09T00:25:15Z,vibration_mm_s,8.04,mm/s,rotor
RD00078,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-09T00:25:15Z,engine_temp_c,159.64,celsius,engine
RD00079,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-09T00:25:15Z,oil_quality_index,87.5,index,hydraulics
RD00080,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-09T00:25:15Z,hours_since_last_service,101.28,hours,airframe
RD00081,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-10T22:06:43Z,vibration_mm_s,8.12,mm/s,rotor
RD00082,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-10T22:06:43Z,engine_temp_c,155.25,celsius,engine
RD00083,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-10T22:06:43Z,oil_quality_index,68.68,index,hydraulics
RD00084,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-10T22:06:43Z,hours_since_last_service,83.91,hours,airframe
RD00085,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-11T04:55:22Z,vibration_mm_s,8.18,mm/s,rotor
RD00086,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-11T04:55:22Z,engine_temp_c,172.46,celsius,engine
RD00087,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-11T04:55:22Z,oil_quality_index,93.9,index,hydraulics
RD00088,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-11T04:55:22Z,hours_since_last_service,54.78,hours,airframe
RD00089,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-12T15:24:39Z,vibration_mm_s,8.2,mm/s,rotor
RD00090,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-12T15:24:39Z,engine_temp_c,129.83,celsius,engine
RD00091,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-12T15:24:39Z,oil_quality_index,95.12,index,hydraulics
RD00092,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-12T15:24:39Z,hours_since_last_service,157.99,hours,airframe
RD00093,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-13T19:04:09Z,vibration_mm_s,8.13,mm/s,rotor
RD00094,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-13T19:04:09Z,engine_temp_c,155.14,celsius,engine
RD00095,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-13T19:04:09Z,oil_quality_index,85.1,index,hydraulics
RD00096,AH04,TAIL-AH04,helicopter,AH-64 Apache,2025-07-13T19:04:09Z,hours_since_last_service,35.98,hours,airframe
RD00097,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-08T06:05:45Z,vibration_mm_s,0.56,mm/s,rotor
RD00098,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-08T06:05:45Z,engine_temp_c,171.1,celsius,engine
RD00099,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-08T06:05:45Z,oil_quality_index,94.0,index,hydraulics
RD00100,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-08T06:05:45Z,hours_since_last_service,151.38,hours,airframe
RD00101,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-10T12:27:29Z,vibration_mm_s,1.51,mm/s,rotor
RD00102,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-10T12:27:29Z,engine_temp_c,123.19,celsius,engine
RD00103,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-10T12:27:29Z,oil_quality_index,93.97,index,hydraulics
RD00104,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-10T12:27:29Z,hours_since_last_service,170.98,hours,airframe
RD00105,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-11T23:05:57Z,vibration_mm_s,0.78,mm/s,rotor
RD00106,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-11T23:05:57Z,engine_temp_c,146.73,celsius,engine
RD00107,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-11T23:05:57Z,oil_quality_index,67.28,index,hydraulics
RD00108,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-11T23:05:57Z,hours_since_last_service,139.3,hours,airframe
RD00109,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-12T00:36:56Z,vibration_mm_s,3.03,mm/s,rotor
RD00110,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-12T00:36:56Z,engine_temp_c,127.06,celsius,engine
RD00111,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-12T00:36:56Z,oil_quality_index,80.68,index,hydraulics
RD00112,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-12T00:36:56Z,hours_since_last_service,103.47,hours,airframe
RD00113,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-13T14:06:06Z,vibration_mm_s,1.37,mm/s,rotor
RD00114,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-13T14:06:06Z,engine_temp_c,167.98,celsius,engine
RD00115,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-13T14:06:06Z,oil_quality_index,78.96,index,hydraulics
RD00116,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-13T14:06:06Z,hours_since_last_service,46.01,hours,airframe
RD00117,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-13T16:48:33Z,vibration_mm_s,2.28,mm/s,rotor
RD00118,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-13T16:48:33Z,engine_temp_c,160.15,celsius,engine
RD00119,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-13T16:48:33Z,oil_quality_index,71.64,index,hydraulics
RD00120,AH05,TAIL-AH05,helicopter,AH-64 Apache,2025-07-13T16:48:33Z,hours_since_last_service,62.99,hours,airframe
RD00121,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-09T02:19:43Z,vibration_mm_s,1.62,mm/s,rotor
RD00122,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-09T02:19:43Z,engine_temp_c,152.36,celsius,engine
RD00123,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-09T02:19:43Z,oil_quality_index,72.59,index,hydraulics
RD00124,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-09T02:19:43Z,hours_since_last_service,47.44,hours,airframe
RD00125,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-09T19:44:56Z,vibration_mm_s,0.73,mm/s,rotor
RD00126,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-09T19:44:56Z,engine_temp_c,154.71,celsius,engine
RD00127,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-09T19:44:56Z,oil_quality_index,72.56,index,hydraulics
RD00128,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-09T19:44:56Z,hours_since_last_service,163.92,hours,airframe
RD00129,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-11T07:36:02Z,vibration_mm_s,3.34,mm/s,rotor
RD00130,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-11T07:36:02Z,engine_temp_c,123.9,celsius,engine
RD00131,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-11T07:36:02Z,oil_quality_index,72.85,index,hydraulics
RD00132,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-11T07:36:02Z,hours_since_last_service,123.73,hours,airframe
RD00133,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-11T20:57:09Z,vibration_mm_s,1.21,mm/s,rotor
RD00134,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-11T20:57:09Z,engine_temp_c,127.28,celsius,engine
RD00135,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-11T20:57:09Z,oil_quality_index,95.87,index,hydraulics
RD00136,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-11T20:57:09Z,hours_since_last_service,107.08,hours,airframe
RD00137,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-12T19:10:46Z,vibration_mm_s,2.06,mm/s,rotor
RD00138,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-12T19:10:46Z,engine_temp_c,163.15,celsius,engine
RD00139,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-12T19:10:46Z,oil_quality_index,91.65,index,hydraulics
RD00140,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-12T19:10:46Z,hours_since_last_service,42.37,hours,airframe
RD00141,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-15T05:11:06Z,vibration_mm_s,0.82,mm/s,rotor
RD00142,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-15T05:11:06Z,engine_temp_c,143.71,celsius,engine
RD00143,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-15T05:11:06Z,oil_quality_index,78.98,index,hydraulics
RD00144,UH01,TAIL-UH01,helicopter,UH-60 Black Hawk,2025-07-15T05:11:06Z,hours_since_last_service,89.39,hours,airframe
RD00145,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-08T22:32:03Z,vibration_mm_s,3.34,mm/s,rotor
RD00146,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-08T22:32:03Z,engine_temp_c,133.68,celsius,engine
RD00147,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-08T22:32:03Z,oil_quality_index,71.28,index,hydraulics
RD00148,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-08T22:32:03Z,hours_since_last_service,86.26,hours,airframe
RD00149,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-10T15:00:10Z,vibration_mm_s,1.89,mm/s,rotor
RD00150,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-10T15:00:10Z,engine_temp_c,135.32,celsius,engine
RD00151,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-10T15:00:10Z,oil_quality_index,73.24,index,hydraulics
RD00152,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-10T15:00:10Z,hours_since_last_service,166.96,hours,airframe
RD00153,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-11T01:38:25Z,vibration_mm_s,1.96,mm/s,rotor
RD00154,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-11T01:38:25Z,engine_temp_c,167.37,celsius,engine
RD00155,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-11T01:38:25Z,oil_quality_index,83.16,index,hydraulics
RD00156,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-11T01:38:25Z,hours_since_last_service,18.6,hours,airframe
RD00157,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-12T23:07:30Z,vibration_mm_s,3.8,mm/s,rotor
RD00158,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-12T23:07:30Z,engine_temp_c,165.98,celsius,engine
RD00159,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-12T23:07:30Z,oil_quality_index,96.98,index,hydraulics
RD00160,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-12T23:07:30Z,hours_since_last_service,167.48,hours,airframe
RD00161,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-13T08:29:05Z,vibration_mm_s,3.3,mm/s,rotor
RD00162,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-13T08:29:05Z,engine_temp_c,129.15,celsius,engine
RD00163,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-13T08:29:05Z,oil_quality_index,81.03,index,hydraulics
RD00164,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-13T08:29:05Z,hours_since_last_service,46.34,hours,airframe
RD00165,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-15T03:20:23Z,vibration_mm_s,1.82,mm/s,rotor
RD00166,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-15T03:20:23Z,engine_temp_c,123.22,celsius,engine
RD00167,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-15T03:20:23Z,oil_quality_index,77.51,index,hydraulics
RD00168,UH02,TAIL-UH02,helicopter,UH-60 Black Hawk,2025-07-15T03:20:23Z,hours_since_last_service,177.5,hours,airframe
RD00169,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-10T02:33:14Z,vibration_mm_s,2.33,mm/s,rotor
RD00170,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-10T02:33:14Z,engine_temp_c,229.99,celsius,engine
RD00171,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-10T02:33:14Z,oil_quality_index,70.11,index,hydraulics
RD00172,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-10T02:33:14Z,hours_since_last_service,60.44,hours,airframe
RD00173,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-11T05:03:54Z,vibration_mm_s,3.7,mm/s,rotor
RD00174,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-11T05:03:54Z,engine_temp_c,228.72,celsius,engine
RD00175,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-11T05:03:54Z,oil_quality_index,82.89,index,hydraulics
RD00176,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-11T05:03:54Z,hours_since_last_service,137.16,hours,airframe
RD00177,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-11T10:26:29Z,vibration_mm_s,0.69,mm/s,rotor
RD00178,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-11T10:26:29Z,engine_temp_c,228.77,celsius,engine
RD00179,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-11T10:26:29Z,oil_quality_index,81.59,index,hydraulics
RD00180,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-11T10:26:29Z,hours_since_last_service,154.96,hours,airframe
RD00181,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-13T17:43:25Z,vibration_mm_s,1.02,mm/s,rotor
RD00182,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-13T17:43:25Z,engine_temp_c,232.2,celsius,engine
RD00183,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-13T17:43:25Z,oil_quality_index,67.64,index,hydraulics
RD00184,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-13T17:43:25Z,hours_since_last_service,41.59,hours,airframe
RD00185,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-14T22:49:45Z,vibration_mm_s,2.46,mm/s,rotor
RD00186,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-14T22:49:45Z,engine_temp_c,229.6,celsius,engine
RD00187,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-14T22:49:45Z,oil_quality_index,72.76,index,hydraulics
RD00188,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-14T22:49:45Z,hours_since_last_service,30.38,hours,airframe
RD00189,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-15T05:13:51Z,vibration_mm_s,3.44,mm/s,rotor
RD00190,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-15T05:13:51Z,engine_temp_c,225.69,celsius,engine
RD00191,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-15T05:13:51Z,oil_quality_index,84.62,index,hydraulics
RD00192,UH03,TAIL-UH03,helicopter,UH-60 Black Hawk,2025-07-15T05:13:51Z,hours_since_last_service,115.29,hours,airframe
RD00193,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-09T16:18:55Z,vibration_mm_s,1.29,mm/s,rotor
RD00194,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-09T16:18:55Z,engine_temp_c,141.77,celsius,engine
RD00195,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-09T16:18:55Z,oil_quality_index,87.17,index,hydraulics
RD00196,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-09T16:18:55Z,hours_since_last_service,61.0,hours,airframe
RD00197,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-11T04:25:47Z,vibration_mm_s,1.54,mm/s,rotor
RD00198,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-11T04:25:47Z,engine_temp_c,161.35,celsius,engine
RD00199,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-11T04:25:47Z,oil_quality_index,67.39,index,hydraulics
RD00200,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-11T04:25:47Z,hours_since_last_service,87.91,hours,airframe
RD00201,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-11T21:49:38Z,vibration_mm_s,3.79,mm/s,rotor
RD00202,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-11T21:49:38Z,engine_temp_c,174.79,celsius,engine
RD00203,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-11T21:49:38Z,oil_quality_index,67.42,index,hydraulics
